origin,review_status,game_id,game_name,category_id,category_name,item_id,kind,prompt,answers_or_aliases,reason
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-seinfeld,word,Seinfeld,ساينفلد,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-expanse,word,The Expanse,ذا إكسبانس,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-andor,word,Andor,أندور,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,series,مسلسلات,series-ted-lasso,word,Ted Lasso,تيد لاسو,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-1,word,Minecraft,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-2,word,Fortnite,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-3,word,PUBG,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-4,word,GTA V,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-5,word,Call of Duty,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-6,word,FIFA,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-7,word,Rocket League,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-8,word,Valorant,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-9,word,League of Legends,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-10,word,Counter-Strike,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-11,word,Overwatch,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-12,word,Marvel Rivals,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-13,word,Among Us,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-14,word,The Last of Us,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-15,word,Red Dead Redemption 2,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-16,word,Resident Evil,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-17,word,Assassin’s Creed,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-18,word,God of War,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-19,word,Elden Ring,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-20,word,Spider-Man,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
NEW,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-mario,word,Super Mario,Mario | ماريو,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-zelda,word,The Legend of Zelda,Zelda | زيلدا,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-pokemon,word,Pokemon,بوكيمون,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,KEEP,bara-al-salafa,برا السالفة,games,ألعاب,games-roblox,word,Roblox,روبلوكس,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-free-fire,word,Free Fire,فري فاير,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-clash-clans,word,Clash of Clans,كلاش أوف كلانس,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-genshin,word,Genshin Impact,جينشن,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-tekken,word,Tekken,تيكن,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-tetris,word,Tetris,تتريس,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-pacman,word,Pac-Man,باك مان,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-skyrim,word,Skyrim,سكايرم,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEAR_DUPLICATE,bara-al-salafa,برا السالفة,games,ألعاب,games-efootball,word,eFootball,PES | بيس,NEW. eFootball بجانب FIFA الأصلي.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-sims,word,The Sims,ذا سيمز,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEAR_DUPLICATE,bara-al-salafa,برا السالفة,games,ألعاب,games-dark-souls,word,Dark Souls,دارك سولز,NEW. دارك سولز بجانب إلدن رينغ.
NEW,NEAR_DUPLICATE,bara-al-salafa,برا السالفة,games,ألعاب,games-clash-royale,word,Clash Royale,كلاش رويال,NEW. كلاش رويال بجانب كلاش أوف كلانس.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-candy-crush,word,Candy Crush,كاندي كراش,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-hollow-knight,word,Hollow Knight,هولو نايت,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-baldurs,word,Baldur’s Gate 3,بالدرز غيت,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-subway,word,Subway Surfers,سابواي سيرفرز,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,bara-al-salafa,برا السالفة,games,ألعاب,games-dota,word,Dota 2,دوتا | Dota,NEW. أضعف شهرة في مجموعة حفلات خليجية عامة من الكتالوج الأصلي.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-1,word,أسد,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-2,word,نمر,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-3,word,فيل,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-4,word,زرافة,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-5,word,قرد,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-6,word,دب,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-7,word,أرنب,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-8,word,جمل,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-9,word,حصان,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-10,word,قطة,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-11,word,كلب,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-12,word,بطريق,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-13,word,تمساح,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-14,word,ثعبان,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-15,word,دلفين,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-16,word,أخطبوط,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-17,word,سلحفاة,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-18,word,ضفدع,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-19,word,نحلة,النحل,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-20,word,فراشة,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-wolf,word,ذئب,Wolf,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-fox,word,ثعلب,Fox,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-cow,word,بقرة,Cow,NEW. بقرة/خروف/ماعز صعب تمييزها رسمًا في نفس الفئة.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-sheep,word,خروف,Sheep,NEW. خروف ضمن ثلاثية المزرعة صعبة التمييز.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-goat,word,ماعز,Goat,NEW. ماعز ضمن ثلاثية المزرعة صعبة التمييز.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-kangaroo,word,كنغر,Kangaroo,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-owl,word,بومة,Owl,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-hedgehog,word,قنفذ,Hedgehog,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-peacock,word,طاووس,Peacock,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-koala,word,كوالا,Koala,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-bat,word,خفاش,Bat,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-falcon,word,صقر,Falcon,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-hamster,word,هامستر,Hamster,NEW. حيوان صحيح لكن أقرب للحشو من إضافة شخصية قوية للفئة.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-gazelle,word,غزال,Gazelle,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-cheetah,word,فهد,Cheetah,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-parrot,word,ببغاء,Parrot,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-rooster,word,ديك,Rooster,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-duck,word,بط,Duck,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,animals,حيوانات,animals-crab,word,سلطعون,Crab,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,KEEP,draw-guess,ارسم وخمّن,animals,حيوانات,animals-seahorse,word,حصان البحر,Seahorse,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-1,word,بيتزا,Pizza,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-2,word,برغر,برجر | Burger,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-3,word,شاورما,Shawarma,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-4,word,كبسة,Kabsa,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-5,word,مندي,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-6,word,فلافل,طعمية,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-7,word,كنافة,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-8,word,سوشي,Sushi,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-9,word,آيس كريم,مثلجات | Ice cream,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-10,word,دونات,دونت | Donut | Doughnut,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-11,word,بان كيك,Pancake | Pancakes,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-12,word,وافل,Waffle | Waffles,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-13,word,كب كيك,Cupcake | Cup cake,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-14,word,سمبوسة,سمبوسك | Samosa,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-15,word,تشيز كيك,Cheesecake | Cheese cake,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-16,word,بطيخ,حبحب,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-17,word,أناناس,Pineapple,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-18,word,فراولة,Strawberry,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-19,word,بيضة,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-20,word,فشار,بوشار | Popcorn,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
NEW,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-hummus,word,حمص,Hummus,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-cheese,word,جبن,Cheese,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-baklava,word,بقلاوة,Baklava,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,KEEP,draw-guess,ارسم وخمّن,food,أكلات,food-luqaimat,word,لقيمات,Luqaimat,NEW. عنصر قوي مبدئيًا (واضح، شائع، أو خليجي مميز). ليس توقيعًا نهائيًا — أقل ثقة من الأصل.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-dates,word,تمر,Dates,NEW. لم يُراجع بشريًا بعد. لا يُعامل كالمحتوى الأصلي المُختار حتى تمرير المالك.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-apple,word,تفاح,Apple,NEW. حشو فواكه عامة. الأصل تجنّب تحويل الفئة إلى قائمة بقالة.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-banana,word,موز,Banana,NEW. حشو فواكه عامة. الأصل تجنّب تحويل الفئة إلى قائمة بقالة.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-orange,word,برتقال,Orange,NEW. حشو فواكه عامة. الأصل تجنّب تحويل الفئة إلى قائمة بقالة.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-grapes,word,عنب,Grapes,NEW. حشو فواكه عامة. الأصل تجنّب تحويل الفئة إلى قائمة بقالة.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-lemon,word,ليمون,Lemon,NEW. حشو فواكه عامة. الأصل تجنّب تحويل الفئة إلى قائمة بقالة.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-chocolate,word,شوكولاتة,Chocolate,NEW. عنصر عام/فضفاض. قد يُرسم أو يُخمَّن بأي شيء، أو يكرّر مفهومًا أبسط من الأصل.
NEW,NEAR_DUPLICATE,draw-guess,ارسم وخمّن,food,أكلات,food-cake,word,كعكة,Cake,NEW. كعكة بجانب كب كيك الأصلي.
NEW,NEAR_DUPLICATE,draw-guess,ارسم وخمّن,food,أكلات,food-sandwich,word,ساندويتش,Sandwich,NEW. ساندويتش قريب من برغر الأصلي.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-rice,word,أرز,رز | Rice,NEW. عنصر عام/فضفاض. قد يُرسم أو يُخمَّن بأي شيء، أو يكرّر مفهومًا أبسط من الأصل.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-pasta,word,معكرونة,باستا | Pasta,NEW. عنصر عام/فضفاض. قد يُرسم أو يُخمَّن بأي شيء، أو يكرّر مفهومًا أبسط من الأصل.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-coffee,word,قهوة,Coffee,NEW. عنصر عام/فضفاض. قد يُرسم أو يُخمَّن بأي شيء، أو يكرّر مفهومًا أبسط من الأصل.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-tea,word,شاي,Tea,NEW. عنصر عام/فضفاض. قد يُرسم أو يُخمَّن بأي شيء، أو يكرّر مفهومًا أبسط من الأصل.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-mango,word,مانجو,Mango,NEW. حشو فواكه عامة. الأصل تجنّب تحويل الفئة إلى قائمة بقالة.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-eggplant,word,باذنجان,Eggplant,NEW. عنصر عام/فضفاض. قد يُرسم أو يُخمَّن بأي شيء، أو يكرّر مفهومًا أبسط من الأصل.
NEW,NEEDS_REVIEW,draw-guess,ارسم وخمّن,food,أكلات,food-corn,word,ذرة,Corn,NEW. عنصر عام/فضفاض. قد يُرسم أو يُخمَّن بأي شيء، أو يكرّر مفهومًا أبسط من الأصل.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,nature,طبيعة وفضاء وطقس,nature-1,word,بركان,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,nature,طبيعة وفضاء وطقس,nature-2,word,شلال,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,nature,طبيعة وفضاء وطقس,nature-3,word,قمر,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,nature,طبيعة وفضاء وطقس,nature-4,word,شمس,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,nature,طبيعة وفضاء وطقس,nature-5,word,نيزك,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,nature,طبيعة وفضاء وطقس,nature-6,word,صاروخ,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
ORIGINAL,KEEP,draw-guess,ارسم وخمّن,nature,طبيعة وفضاء وطقس,nature-7,word,كوكب,,ORIGINAL. من المحتوى المُراجع سابقًا؛ لا توجد علة واضحة تستدعي الحذف.
